,summary,review,rating
9780,Raisen Juice,"I bought this about a year ago and remember being so disappointed in the flavor, that I never bought it again. It seems that a lot of these cheap teas, taste like dirt. Not that I remember ever eating dirt, but that is what comes to mind when I taste it. I think this company uses a lot of raisen/prune juice to cover it up. That is the flavor that overpowers many of these teas, as well as cinnamon and anise, in some. People who like fruit cake might like it. I'm not one of them. I don't remember specifics about this flavor except that the picture is false advertising. The luscious orange flavor was only hinted at. The taste did not inspire me to try any of the other flavors, but prior to that, I did find one called Tuscany, that by itself had too much cinnamon. But on a hunch, I added it to Carnation Instant cocoa (with the marshmellows) and it was fantastic! One good thing I can say is that I appreciate the wax paper packaging. Shiny metallic paper used in Bigelow and Twinings, I think, adds a metallic taste.",1.0
9787,Zinger Delight,"I have become a tea connoisseur due to my physicians pushing me to increase my fluids.  Herbal teas that are all natural meet their restrictions.Some of the ""teas"" I tried were too fruity and gave off a spoiled fruit aroma after several days.  Where could I find tea that would keep its  pleasantness?Tangerine Orange Zinger met my demands.  This teas is tasty and flavorful.  It is a great drink with or without sweetener.  The tea has all natural ingredients: such as hibiscus, rosehips, blackberry leaves, natural tangerine and orange flavor.  This tea is a ""zinger,"" distinct with  effervescent tangerines, oranges, and a bit of passion fruit  with sweet tart hibiscus.  This tea is soothing when hot and refreshing when cold.  I recommend this tea.",5.0
9790,Received green tea raspberry instead BEWARE,The serial labels on the boxes says it is dark berry cherry but the box is the green tea raspberry version. It must be replacement for cherry BEWARE.,1.0
9805,I need caffeine free morning drinks,I settled on caffeine free tea.Black Cherry and Blueberry are my second and third choices compared to Cinnamon Apple Spice,4.0
9809,Good stuff!,"This is good stuff.  I've always liked tea and I have a bit of a sweet tooth... so throwing in the black cherry/berry flavor was an almost sure winner for me.  The flavoring is pleasant, not overwhelming and the tea itself is caffeine free so it's a great late evening/relaxing drink.  I even used these to make iced tea and that was very good as well.  If you try it I hope you enjoy it as much as I did and thanks for taking the time to read my review.",5.0
9826,nice flavor but very weak,I bought this with serveral other teas because soda has gotten too expensive.  We make tea by the gallon and then put them in the frig.  This saves a lot of money as there are 9 people in our household.  This tea does have a very nice flavor but you have to hunt for it. All-in-all I will not buy it again because it is just too weak.,2.0
9834,Drinking this right now,"I have a cup every night after dinner and it really relaxes me. Funny enough, this contains catnip. I wonder if this is what the cats have been enjoying all along!",5.0
9847,Would be better without the peppermint,"Chaomomille tea is always my drink of choice at the end of the day because of its calming effects that last well into the night and next day.  While at the grocery store, I saw the tension tamer and thought I would give it a try.I use 3 tea bags in the pot, so after one cup of the tea I am pretty much super relaxed and through for the night.  The tea tastes alright, but the combination with the peppermint makes it taste funny.  Fortunately, I don't drink calming teas for the taste so it doesn't bother me.  Also, I use Splenda in the tea after it is through boiling so it tastes bearable.",3.0
9851,For the insomniacs and Graveyard Shift workers out there...,"If you need help falling asleep, this tea is really super. Unlike many herbal teas that are &#34;good for you&#34;, this tastes great. For those of you familiar with Valerian, it can often taste/smell funny by itself - but NOT WITH Sleepytime Extra!Being a nurse and midwifery student who keeps odd hours, this tea helps me ensure I get to sleep FAST.",5.0
9853,A Sleeper Hit,"Celestial Seasonings' Sleepytime Extra is their usual Sleepytime formulation (chamomile) with the extra kick- so to speak- of valerian. Valerian is the herbal basis of Valium. Valerian is a natural relaxant, like kava kava (Yogi Tea - Kava Stress Relief, 16 bag. It's far more delicious as a tea than a pill. This tea has a calming, herbal flavor. It goes well with desserts. Two cups can literally put me to sleep, but so can boring things likeWar and Peace (Oxford World's Classics). You can put this in a samovar and drink it. Sleepytime Extra is a refreshingly drug-free sleep aid. It's a lullaby in a cup.",5.0
9865,Didn't work for me...,"Actually, it made my insomnia worse. I guess I'm built backward for things that are supposed to make a person sleepy - they keep me awake instead. Good luck to everyone for better success than I had! By the way - the taste is very acceptable even with the valerian in it.",3.0
9866,"Ok, I guess","Didn't do anything for me except give my heartburn. Gave it to some friends, they love love it.",2.0
9871,Tasty,The tea is quite good but does not produce the intended affect for me.  I do not go to sleep any faster or sleep better. I am simply groggy for most of the next day. I only drink it when I have a day off the following day.,3.0
9872,Can Cause Nausea,"This tea is pleasant enough tasting tea.  Unfortunately, before I drank it, I was not aware that nausea is one of the main side effects of valerain, which is the active ingredient in this tea.  I drank it on an empty stomach in the middle of the night when I couldn't sleep.  About 30 minutes after drinking it, I started experiencing nausea and reflux.  A quick web search revealed that some people react to valerian with dizziness, headaches and nausea.  I guess that I'm one of those people.Oops.  Needless to say, this tea did not help me sleep at all.",3.0
9876,It has a very faint pear taste,"I received it today and it's okay, but the flavor is a very faint taste of pear, so next time I will use 2 tea bags when I make it in a cup. I really like pear nectar, so I'm a bit disappointed. Also the other reviewer's caution NOT to steep it very long is correct. Since I have a 2 cup automatic tea pot, I let it stay on the heat and the second cup was really bitter. I guess the white tea is too delicate to keep heated. I think I will stick w/ only herbal teas or a chai black tea as neither have ever tasted bitter to me and have stronger flavors.",3.0
9883,Meh..I've had better,"I have drank Bigelow band peppermint tea and loved it.  But, by current supermarket doesn't carry Bigelow's peppermint tea and I figured how different can they be..after all the ingredients on both is ""Peppermint"".  I was very surprised to find Celestial Seasonings peppermint tea is very weak tasting.  I am using two tea bags just to get more flavor.  Also, there is a subtle difference in the taste of the two teas.  Bigelow's brand has a slightly sweeter taste, which I enjoy.  In the future I will not be purchasing Celestial Seasonings peppermint tea.",2.0
